TEMPLATE_ID,SUBJECT_ID,FILENAME,SIGHTING_ID,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_X,NOSE_Y
197,363,img/5162.jpg,2092,2,42,759,952,271,536,544,559,424,746
197,363,img/4718.jpg,2096,523,301,151,206,555,430,601,433,NaN,NaN
197,363,img/1578.jpg,2107,1688,427,482,618,1761,786,1889,787,1824,894
197,363,img/3150.jpg,2093,2298,204,1120,1397,2540,883,2918,923,2697,1148
197,363,img/2508.jpg,2102,73,93,49,61,110,124,NaN,NaN,116,136
197,363,img/4546.jpg,2097,437,114,204,235,562,238,612,225,601,271
197,363,img/3363.jpg,2106,761,271,411,469,1078,540,1136,500,1144,589
197,363,img/2438.jpg,2094,68,40,379,476,129,277,248,285,170,363
197,363,img/653.jpg,2090,73,17,176,213,105,125,168,121,131,159
197,363,img/3365.jpg,2105,1201,540,171,267,1291,681,1369,687,1337,735
197,363,img/3119.jpg,2095,145,24,82,99,196,77,218,74,211,91
197,363,img/2930.jpg,8513,1459,320,176,206,1540,424,1594,426,1571,456
198,364,img/2207.jpg,3018,900,660,845,1062,1314,1126,1571,1128,1470,1306
198,364,img/2658.jpg,3025,77,88,60,73,131,125,NaN,NaN,NaN,NaN
198,364,img/2798.jpg,2110,316,233,365,432,374,435,469,454,383,538
198,364,img/4340.jpg,3023,987,1115,129,202,1027,1232,1071,1230,1050,1269
198,364,img/545.jpg,3020,3706,928,305,362,3759,1129,3819,1134,3773,1198
198,364,img/558.jpg,3015,104,89,207,248,176,210,243,209,207,265
198,364,img/3759.jpg,3024,775,28,436,576,1131,351,1188,341,1187,464
199,367,img/4050.jpg,2125,2134,523,196,261,2211,652,2282,652,2245,698
199,367,img/36388.jpg,31661,2216,331,648,818,2463,753,2675,745,2566,876
199,367,img/3315.jpg,3062,314,152,141,163,NaN,NaN,330,237,332,266
199,367,img/36389.jpg,31667,613,153,522,612,981,460,1089,466,1082,578
199,367,img/1845.jpg,7604,1783,51,190,211,1858,160,1923,153,1892,188
200,370,img/1673.jpg,2156,340,35,35,42,348,55,359,55,351,62
200,370,img/950.jpg,2141,40,120,302,372,149,321,246,298,208,384
200,370,img/3032.jpg,2142,856,346,325,352,931,501,1029,500,955,556
200,370,img/395.jpg,2174,65,401,38,30,92,412,NaN,NaN,98,415
200,370,img/4459.jpg,2159,159,25,33,33,179,43,186,43,183,50
200,370,img/2541.jpg,2178,1275,583,216,241,1378,710,1439,706,1412,750
200,370,img/508.jpg,2140,361,218,255,343,429,393,514,401,460,464
200,370,img/5140.jpg,2153,1310,729,596,646,1434,1010,1580,1018,1439,1094
200,370,img/3595.jpg,2148,812,468,416,528,1046,684,1173,691,1129,784
200,370,img/2485.jpg,2176,78,107,75,81,142,145,NaN,NaN,148,159
200,370,img/2012.jpg,2166,47,34,67,71,103,71,NaN,NaN,111,83
201,371,img/3136.jpg,2226,624,348,658,894,814,776,1049,796,917,968
201,371,img/75307.jpg,37914,1379,330,389,525,1468,583,1605,577,1532,689
201,371,img/3907.jpg,2217,1521,1013,1022,1221,2313,1698,2458,1638,2441,1914
202,374,img/2501.jpg,2184,54,8,207,281,136,148,205,151,175,207
202,374,img/692.jpg,2188,382,81,135,178,406,168,450,163,423,201
202,374,img/1183.jpg,2187,1304,228,144,183,1361,328,1408,323,1386,362
202,374,img/505.jpg,2182,639,230,682,730,NaN,NaN,774,574,732,754
203,375,img/4536.jpg,4698,548,115,282,421,678,336,774,348,737,424
203,375,img/1496.jpg,4708,136,44,194,224,295,172,NaN,NaN,318,213
203,375,img/4361.jpg,2190,248,548,194,210,388,665,418,657,418,696
203,375,img/9.jpg,4714,453,149,293,437,587,382,684,391,642,467
204,376,img/1835.jpg,3302,1025,284,107,130,1091,343,1120,341,1113,366
204,376,img/1833.jpg,3286,299,541,338,424,597,758,NaN,NaN,622,825
204,376,img/5077.jpg,3306,771,264,866,981,968,796,1196,690,1117,912
204,376,img/3745.jpg,3289,392,204,321,348,670,389,NaN,NaN,707,440
205,377,img/3295.jpg,3197,815,320,480,502,1176,563,1246,560,1252,660
206,378,img/1158.jpg,3514,243,68,387,503,440,311,558,335,505,414
207,380,img/2120.jpg,4196,2871,507,468,536,2924,765,2969,786,2914,863
207,380,img/3021.jpg,4178,785,2521,166,206,857,2641,906,2640,882,2675
208,382,img/2722.jpg,2254,14,4,33,44,23,27,37,26,30,36
209,383,img/3274.jpg,2258,466,168,355,451,618,436,732,449,671,526
210,387,img/457.jpg,3135,1032,692,57,77,1053,739,1072,738,1062,752
210,387,img/150.jpg,2329,763,276,175,215,843,395,895,392,871,429
210,387,img/110.jpg,2320,3027,727,500,650,3130,1043,3321,1030,3211,1164
210,387,img/4707.jpg,2315,479,33,101,122,508,99,540,94,524,118
210,387,img/3684.jpg,2336,28,28,52,59,66,64,77,61,75,72
210,387,img/3875.jpg,2334,453,105,64,69,NaN,NaN,466,140,458,155
210,387,img/793.jpg,2335,512,68,344,422,746,300,814,305,796,358
210,387,img/2277.png,2324,958,288,228,298,1060,437,1143,430,1120,494
210,387,img/2950.jpg,2321,73,11,127,157,134,103,170,100,155,127
210,387,img/3552.jpg,2298,1589,417,252,324,1677,615,1753,608,1716,661
211,388,img/150.jpg,2330,122,390,285,354,235,507,281,501,268,537
211,388,img/705.jpg,2370,1060,1298,61,101,1067,1350,1086,1355,1073,1367
211,388,img/3222.jpg,2364,215,52,236,285,229,187,262,206,229,252
212,391,img/3546.jpg,9079,260,44,36,44,NaN,NaN,271,65,266,75
213,393,img/4222.jpg,2431,96,97,54,59,136,128,147,126,145,137
213,393,img/3384.jpg,2409,197,27,145,173,286,118,323,109,318,141
213,393,img/579.jpg,2427,1409,672,120,157,1456,743,1498,745,1478,773
213,393,img/3636.jpg,2412,219,166,97,121,241,228,269,228,251,249
213,393,img/5159.jpg,2414,1294,332,137,182,1350,424,1394,426,1373,456
213,393,img/518.jpg,2410,98,15,125,167,147,96,192,98,170,128
213,393,img/4654.jpg,2407,500,510,595,695,811,922,973,878,926,1022
214,395,img/3636.jpg,2413,433,11,116,159,455,92,487,89,466,118
214,395,img/895.jpg,3201,286,57,810,1163,573,647,844,644,726,876
214,395,img/3818.jpg,3219,482,514,113,143,531,584,569,582,555,608
214,395,img/1019.jpg,3224,392,96,114,149,427,161,468,159,449,195
214,395,img/457.jpg,3139,1437,656,56,73,1456,694,1474,696,1463,708
214,395,img/57189.jpg,33877,436,101,135,197,488,200,536,204,513,239
214,395,img/2139.jpg,3305,1399,522,96,134,1448,612,1479,607,1469,634
214,395,img/967.jpg,3217,1639,259,218,283,1750,409,1812,403,1793,456
215,396,img/1402.jpg,2422,224,400,205,239,353,537,405,517,399,569
215,396,img/3208.jpg,4843,180,228,203,243,252,350,328,353,296,393
215,396,img/1484.jpg,4861,1318,94,326,374,NaN,NaN,1382,278,1356,350
215,396,img/4517.jpg,4841,492,33,353,412,626,228,754,237,698,306
215,396,img/2166.jpg,4860,517,94,314,371,639,273,747,273,703,333
215,396,img/2909.jpg,4847,1407,188,159,183,1449,280,1503,273,1476,304
215,396,img/865.jpg,4836,336,106,286,334,449,273,548,279,509,333
215,396,img/2983.jpg,4849,353,99,385,454,494,303,633,309,571,380
215,396,img/4200.jpg,4854,1139,149,294,343,1225,315,1326,305,1277,369
215,396,img/4183.jpg,10912,972,143,266,295,1056,296,1148,283,1108,342
216,398,img/579.jpg,2426,529,561,131,179,571,647,618,647,593,678
216,398,img/3795.jpg,4508,641,130,1147,1543,986,929,1362,950,1149,1229
216,398,img/556.jpg,4505,1883,421,161,215,1927,537,1981,537,1947,575
217,399,img/2300.jpg,2445,184,58,287,363,266,263,347,254,308,325
217,399,img/3488.jpg,2455,550,280,97,134,566,352,588,349,568,372
217,399,img/2110.jpg,2442,89,105,157,203,108,210,146,205,111,245
218,400,img/4745.jpg,2449,274,169,85,94,294,215,324,215,306,228
219,401,img/132.png,2486,123,160,154,178,227,246,263,258,255,283
219,401,img/304.jpg,2465,568,215,96,125,583,278,612,280,592,302
219,401,img/1478.jpg,2466,1919,1501,227,209,NaN,NaN,1982,1593,1937,1627
219,401,img/4540.jpg,2463,331,237,85,100,364,295,394,288,384,310
219,401,img/1262.jpg,2497,273,107,42,53,283,129,296,128,289,137
219,401,img/2365.jpg,2491,49,214,84,96,96,259,122,257,114,276
219,401,img/3627.jpg,2467,297,960,287,315,365,1118,451,1090,408,1153
219,401,img/1592.jpg,2468,74,58,363,367,NaN,NaN,157,216,94,288
219,401,img/3874.jpg,2482,3119,696,365,319,NaN,NaN,3207,833,3146,894
219,401,img/483.jpg,2485,735,69,130,145,815,148,848,146,842,171
220,402,img/2504.jpg,2469,92,48,138,181,166,165,207,151,197,192
220,402,img/2701.jpg,4253,684,641,387,396,907,794,1017,806,992,878
221,404,img/3645.jpg,2584,338,99,141,188,400,226,449,225,423,261
221,404,img/1887.jpg,2582,1994,853,716,1041,2392,1518,2624,1481,2532,1695
221,404,img/2920.jpg,2588,719,376,98,117,788,429,805,431,806,451
221,404,img/3627.jpg,2475,2683,1017,362,427,NaN,NaN,2773,1278,2753,1340
221,404,img/483.jpg,2492,21,50,151,175,106,140,149,137,139,169
221,404,img/4427.jpg,2583,73,72,146,143,202,156,NaN,NaN,209,175
221,404,img/3594.jpg,4514,352,8,96,130,370,76,403,75,384,101
222,405,img/2365.jpg,2483,531,228,79,86,578,270,600,266,596,286
223,406,img/4672.jpg,4419,2565,602,385,447,NaN,NaN,2659,907,2673,955
223,406,img/2919.jpg,4393,2799,882,370,432,NaN,NaN,2859,1145,2868,1227
223,406,img/1936.jpg,4389,177,19,102,132,226,88,259,101,238,119
223,406,img/184.jpg,4426,2500,712,230,278,NaN,NaN,NaN,NaN,2530,914
223,406,img/952.jpg,4433,88,51,54,72,111,92,129,92,121,106
224,407,img/818.jpg,8018,1143,633,105,142,1201,711,1235,707,1225,733
224,407,img/2018.jpg,8577,1679,95,525,628,1883,371,2050,336,1998,480
224,407,img/4304.jpg,8594,1337,380,177,243,1375,528,1423,516,1404,561
224,407,img/3601.jpg,8348,2448,374,284,421,2550,586,2644,628,2568,687
224,407,img/2191.jpg,3805,958,356,335,410,1097,541,1211,540,1163,634
224,407,img/4116.jpg,7986,1279,244,163,205,1310,353,1357,345,1333,386
224,407,img/61138.jpg,34756,679,386,371,501,864,635,983,631,937,731
224,407,img/2951.jpg,3814,1409,372,466,636,1586,688,1741,686,1668,820
224,407,img/3752.jpg,8554,750,344,478,578,971,559,1117,532,1083,633
224,407,img/3479.jpg,3801,3057,242,284,332,NaN,NaN,3131,439,3126,498
224,407,img/1976.jpg,3806,31,11,189,234,73,114,135,115,94,157
224,407,img/2099.jpg,10911,1219,153,488,619,1574,509,1665,559,1594,642
224,407,img/3893.jpg,3823,1948,437,371,475,2144,666,2258,656,2215,758
224,407,img/1337.jpg,3819,1729,446,373,481,1810,685,1936,669,1870,781
224,407,img/5066.jpg,3821,3431,600,265,326,3500,761,3581,765,3527,826
224,407,img/1714.jpg,8514,535,191,84,97,NaN,NaN,552,257,560,272
224,407,img/69.jpg,8668,748,79,870,933,1408,538,1516,518,1497,719
224,407,img/1940.jpg,8561,853,397,157,205,877,510,920,503,897,544
224,407,img/912.jpg,8024,1398,340,188,233,1490,434,1548,432,1529,469
224,407,img/1501.jpg,8475,1300,277,503,540,NaN,NaN,1361,548,1366,672
224,407,img/1065.jpg,8343,2037,555,364,444,2255,804,2348,771,2335,872
224,407,img/1694.jpg,3809,1391,67,1034,987,NaN,NaN,1552,476,1492,721
224,407,img/3399.jpg,8004,991,624,299,390,1090,851,1174,832,1139,921
225,409,img/169.jpg,4091,1166,280,743,1102,1384,811,1687,775,1563,1023
226,411,img/2626.jpg,2513,3154,557,361,377,NaN,NaN,3230,734,3192,808
226,411,img/2554.jpg,2512,462,589,184,205,586,689,625,684,620,725
226,411,img/483.jpg,2501,375,28,120,153,429,100,469,103,451,130
226,411,img/1521.jpg,2506,346,38,420,546,592,276,709,289,662,383
227,413,img/785.jpg,2498,1206,80,2784,2882,1881,1155,2835,1102,2291,1723
228,415,img/569.jpg,3653,901,359,304,406,1033,567,1138,572,1086,643
228,415,img/3422.jpg,3660,1741,734,557,679,2033,1082,2205,1049,2159,1192
228,415,img/2879.jpg,3662,770,139,227,257,935,266,980,271,972,312
228,415,img/2521.jpg,3657,1409,320,670,666,1872,674,2003,613,2015,776
228,415,img/2554.jpg,2518,4011,718,200,214,4068,820,4133,821,4091,856
229,416,img/2496.jpg,3949,820,96,195,288,915,246,978,252,947,301
229,416,img/3532.jpg,11294,206,16,347,462,299,253,410,244,352,342
229,416,img/448.jpg,3954,960,154,181,227,NaN,NaN,1016,274,989,312
229,416,img/4430.jpg,3970,166,180,418,491,493,417,NaN,NaN,543,494
229,416,img/1699.jpg,3943,566,192,197,258,610,319,669,324,632,371
229,416,img/39213.jpg,32152,533,422,679,895,626,828,818,810,690,978
230,417,img/577.jpg,2546,266,343,181,240,429,454,NaN,NaN,443,495
230,417,img/1444.jpg,2535,525,768,316,445,629,1021,731,1027,682,1096
230,417,img/1665.jpg,2569,1413,375,184,242,1513,495,1568,499,1553,539
230,417,img/3251.jpg,2538,28,50,48,71,60,88,73,89,69,102
230,417,img/2788.jpg,2539,1133,207,412,574,1228,466,1357,476,1286,568
230,417,img/2835.jpg,2534,86,45,125,171,144,127,185,123,169,152
230,417,img/3739.jpg,2564,2625,871,345,452,2820,1064,2926,1073,2890,1147
230,417,img/2141.jpg,2541,63,109,161,233,156,223,204,227,189,263
230,417,img/3599.jpg,2528,203,80,175,231,263,179,323,182,288,218
231,418,img/4387.jpg,2543,1928,685,331,393,2094,862,2190,875,2146,933
231,418,img/1665.jpg,2552,2411,509,159,205,2458,603,2512,609,2479,641
232,419,img/201.jpg,11296,78,26,91,106,106,70,134,70,118,90
232,419,img/3739.jpg,2551,4220,484,389,430,4295,674,4394,651,4331,740
233,420,img/5167.jpg,11300,1281,43,1246,1595,2193,905,2406,866,2350,1181
235,422,img/45.jpg,2781,123,37,34,39,139,54,151,56,145,61
235,422,img/4547.jpg,3402,2122,540,131,168,2147,639,2187,627,2165,659
235,422,img/1665.jpg,2572,314,193,252,317,499,361,551,363,547,414
236,427,img/2192.jpg,2604,178,39,400,562,294,356,419,344,367,457
237,431,img/2762.jpg,2621,292,44,81,108,NaN,NaN,311,104,304,126
237,431,img/3318.jpg,2683,1813,864,119,152,1855,928,1907,926,1885,957
238,432,img/29.jpg,2630,2183,701,441,533,2329,980,2474,977,2397,1066
239,433,img/3801.jpg,4646,365,40,105,140,379,116,410,111,396,139
239,433,img/3415.jpg,4651,236,16,36,42,NaN,NaN,242,37,240,45
239,433,img/2762.jpg,2623,183,50,90,113,263,109,NaN,NaN,269,129
239,433,img/343.jpg,4642,108,18,40,53,125,42,135,43,131,53
240,436,img/3816.jpg,2747,471,384,74,85,525,433,536,431,534,445
240,436,img/500.jpg,4650,2182,254,162,187,2216,367,2247,366,2221,397
241,437,img/1744.jpg,2624,397,231,835,1180,487,873,759,753,643,1050
241,437,img/2543.jpg,2620,66,26,285,396,108,229,206,229,147,297
242,445,img/1627.jpg,3415,346,83,149,183,420,142,452,141,438,162
242,445,img/4264.jpg,3418,553,846,284,346,662,1006,765,1002,727,1067
242,445,img/933.jpg,2672,22,283,70,100,65,337,85,335,83,352
242,445,img/4497.jpg,3416,304,44,314,409,364,231,475,232,407,303
243,446,img/933.jpg,2677,130,251,76,88,180,290,201,292,199,308
243,446,img/1536.jpg,3756,57,3,110,137,115,58,152,59,139,82
243,446,img/4234.jpg,3758,54,3,80,93,89,44,118,46,105,62
243,446,img/1585.jpg,3750,243,70,60,77,261,107,285,105,271,117
243,446,img/1474.jpg,3759,212,117,429,515,258,370,362,362,285,465
244,453,img/1349.jpg,2726,546,331,141,172,572,404,618,402,586,432
244,453,img/2908.jpg,2725,103,60,317,450,166,300,282,274,224,368
244,453,img/3704.jpg,2719,678,477,358,448,957,704,1012,706,1006,782
244,453,img/3025.jpg,2731,610,110,780,1025,769,610,1044,581,886,770
244,453,img/3908.jpg,2739,1284,439,248,266,1320,552,1375,555,1324,590
244,453,img/2196.jpg,2724,336,53,213,288,436,188,506,211,463,245
244,453,img/91.jpg,2727,308,86,27,37,320,104,330,105,325,110
245,454,img/272.jpg,2690,183,56,468,622,327,339,495,303,426,428
246,456,img/5126.jpg,11298,109,22,453,528,258,289,410,268,345,373
246,456,img/3536.jpg,3031,624,99,366,423,816,256,939,283,891,356
247,460,img/80.jpg,4007,233,16,72,91,255,62,279,60,268,75
248,461,img/4252.jpg,7531,110,93,27,29,119,109,126,109,122,115
248,461,img/2914.jpg,3476,245,45,87,102,265,117,279,116,277,130
248,461,img/5147.jpg,3478,165,188,56,64,215,224,NaN,NaN,217,234
248,461,img/3325.jpg,2841,1195,649,58,68,1212,685,1229,684,1220,697
248,461,img/3001.jpg,3474,259,18,520,693,409,387,582,395,492,521
249,464,img/3780.jpg,3562,275,13,625,778,424,346,655,322,534,484
249,464,img/1847.jpg,3568,172,64,97,112,203,101,238,105,220,123
249,464,img/5113.jpg,3566,1908,381,382,459,1967,615,2085,622,2012,706
249,464,img/2140.jpg,3571,487,94,533,619,530,389,687,398,594,513
249,464,img/3816.jpg,2742,455,470,91,85,525,509,NaN,NaN,538,522
250,465,img/3833.jpg,3086,1803,218,424,572,1877,522,1998,523,1932,631
250,465,img/2477.jpg,3082,611,7,256,246,643,124,704,110,659,165
250,465,img/3038.png,3080,458,55,134,175,506,147,557,145,534,179
251,466,img/4450.jpg,3642,648,458,416,443,946,672,1031,657,1022,745
251,466,img/4854.jpg,3608,548,137,560,744,751,510,986,505,875,657
251,466,img/5099.jpg,3627,519,142,59,69,528,177,543,181,530,190
251,466,img/1891.jpg,3628,178,80,45,48,214,110,NaN,NaN,219,116
251,466,img/1127.jpg,3640,349,17,54,73,361,50,382,49,369,61
251,466,img/2648.jpg,2743,88,105,23,29,103,123,108,121,108,127
251,466,img/3738.jpg,3641,432,118,56,68,449,153,470,152,460,165
252,467,img/457.jpg,3133,863,704,62,73,896,747,913,747,906,759
252,467,img/1957.jpg,6368,1352,354,535,558,1846,613,NaN,NaN,1839,731
252,467,img/78862.jpg,38229,34,72,153,178,152,171,NaN,NaN,177,198
252,467,img/60022.jpg,34454,412,81,76,85,NaN,NaN,433,122,421,139
252,467,img/3325.jpg,2804,819,572,54,66,NaN,NaN,836,615,831,625
252,467,img/61361.jpg,34852,425,151,131,156,443,229,472,229,451,258
253,468,img/1059.png,3162,244,22,185,248,276,151,336,146,298,191
254,469,img/1451.jpg,4502,1447,1191,340,450,1492,1442,1576,1422,1539,1513
255,470,img/4928.jpg,7438,577,736,85,91,651,775,NaN,NaN,662,794
255,470,img/1616.jpg,3039,1821,527,272,388,1897,748,1978,762,1926,821
255,470,img/749.jpg,7463,741,264,100,137,757,337,780,339,768,365
255,470,img/43421.jpg,32716,98,133,117,149,159,204,194,205,179,234
255,470,img/730.jpg,1530,288,84,71,98,301,135,320,132,314,153
255,470,img/631.jpg,7426,1615,440,247,292,1669,583,1725,576,1698,641
255,470,img/1679.jpg,11143,161,56,66,75,185,96,202,91,198,108
255,470,img/820.jpg,7444,772,290,140,188,820,391,862,395,837,427
255,470,img/4816.jpg,4994,1508,169,400,579,1565,460,1670,425,1631,560
255,470,img/43419.jpg,32714,377,153,354,477,534,391,644,397,590,497
255,470,img/4128.jpg,4552,740,290,105,132,780,360,810,357,798,384
256,473,img/3522.jpg,4201,1604,813,480,560,1916,1080,2027,1084,2023,1182
256,473,img/39530.jpg,32214,435,251,254,333,555,408,647,403,609,472
256,473,img/55.jpg,4194,656,257,519,608,867,587,1044,543,996,689
256,473,img/2371.jpg,4197,535,180,129,170,586,258,637,254,618,292
257,474,img/333.jpg,3602,378,1,166,190,NaN,NaN,425,117,422,149
257,474,img/60021.jpg,34453,641,72,146,179,706,154,762,149,744,180
257,474,img/4708.jpg,3599,252,40,61,77,261,83,280,81,269,96
258,479,img/1094.jpg,3994,926,405,290,375,953,608,1028,610,969,679
258,479,img/877.jpg,3998,262,64,266,313,477,250,NaN,NaN,502,304
258,479,img/4045.jpg,3993,1017,429,297,363,1064,622,1155,604,1098,684
258,479,img/1476.jpg,4723,1917,453,136,171,1982,538,2032,536,2008,572
259,480,img/566.jpg,3441,476,29,316,424,601,242,704,247,654,330
259,480,img/3942.jpg,3450,1561,69,517,587,NaN,NaN,1601,376,1607,501
260,481,img/45.jpg,2788,233,84,36,43,253,105,262,106,258,113
261,482,img/4294.jpg,3392,215,62,107,132,NaN,NaN,256,141,247,164
261,482,img/2583.jpg,4928,2366,56,412,464,2515,265,2640,271,2575,334
261,482,img/475.jpg,3391,397,185,140,206,431,290,480,293,450,325
261,482,img/571.jpg,3396,613,13,956,1099,1460,593,NaN,NaN,1467,823
261,482,img/45.jpg,2797,308,75,34,33,322,88,332,89,328,95
261,482,img/58101.jpg,34042,766,57,416,441,896,244,1034,244,963,309
262,483,img/2906.jpg,4696,173,45,40,44,184,68,199,66,193,76
262,483,img/4657.jpg,4671,119,60,127,166,174,148,220,150,200,178
262,483,img/3916.jpg,4716,2419,774,171,194,NaN,NaN,2465,879,2458,923
262,483,img/66554.jpg,35901,1463,539,464,576,1611,816,1771,838,1675,927
262,483,img/2710.jpg,4676,402,601,275,361,438,792,525,786,479,849
262,483,img/1897.jpg,4675,335,102,415,470,555,335,676,310,639,406
263,484,img/2302.jpg,4328,34,122,72,77,91,167,NaN,NaN,103,178
263,484,img/1573.jpg,9895,2330,84,214,272,2386,244,2457,237,2419,291
263,484,img/2352.jpg,4359,1019,116,288,315,NaN,NaN,1087,292,1046,341
263,484,img/3957.jpg,4363,786,431,171,193,902,539,NaN,NaN,937,566
263,484,img/1396.jpg,4336,2159,346,154,198,2211,470,2256,471,2234,506
263,484,img/5145.jpg,4314,1445,164,541,496,NaN,NaN,1558,415,1473,508
264,485,img/3570.jpg,3242,530,43,493,601,975,362,NaN,NaN,971,487
264,485,img/5057.jpg,3239,929,140,435,531,1059,423,1201,389,1155,510
265,486,img/1628.jpg,3509,267,140,40,48,NaN,NaN,277,168,273,175
265,486,img/760.jpg,3513,272,65,125,142,288,139,308,145,288,165
265,486,img/3952.jpg,3503,288,62,43,55,309,92,323,89,318,97
265,486,img/4529.jpg,3505,1709,379,271,308,1752,562,1809,530,1772,589
266,499,img/4880.jpg,2893,290,382,309,277,485,490,554,486,555,527
266,499,img/1003.jpg,2872,2759,799,475,640,3002,1136,3169,1150,3087,1263
266,499,img/4869.jpg,2867,484,54,148,134,538,119,589,111,566,141
266,499,img/999.jpg,2881,122,36,349,437,263,235,399,220,343,317
266,499,img/4386.jpg,2876,249,437,180,209,325,535,386,533,359,569
266,499,img/2334.jpg,2880,1529,156,362,430,1588,370,1705,351,1639,437
266,499,img/4822.jpg,2895,85,19,145,144,211,92,NaN,NaN,220,119
267,505,img/2783.jpg,2911,43,109,51,54,83,137,NaN,NaN,91,145
267,505,img/737.jpg,2897,46,36,134,166,92,115,140,115,113,142
267,505,img/3655.jpg,2914,484,166,25,25,NaN,NaN,494,182,488,186
267,505,img/2051.jpg,2905,150,98,35,47,171,122,182,122,178,130
267,505,img/514.jpg,2909,481,274,57,66,498,308,514,311,500,319
268,507,img/2015.jpg,2928,793,261,69,96,811,311,837,310,822,327
268,507,img/3611.jpg,2937,289,82,40,49,298,107,314,105,306,117
268,507,img/2939.jpg,2926,317,14,127,176,407,119,440,116,427,149
268,507,img/4534.png,2935,531,121,87,98,544,168,565,167,547,185
268,507,img/953.jpg,2930,328,90,71,88,335,136,352,133,340,148
268,507,img/4960.jpg,2922,233,123,119,145,296,187,337,185,321,211
268,507,img/4463.jpg,2941,233,66,34,41,252,88,261,88,258,95
268,507,img/4601.jpg,2932,281,125,79,97,300,174,326,181,307,193
268,507,img/4951.jpg,2925,205,24,224,275,259,140,340,153,284,199
268,507,img/4991.jpg,2920,21,9,72,89,28,56,46,51,33,66
268,507,img/617.jpg,2938,524,38,144,192,NaN,NaN,553,162,547,187
268,507,img/965.jpg,2944,177,14,228,300,287,160,376,158,338,210
268,507,img/4208.jpg,2927,262,58,202,263,297,186,368,178,328,228
268,507,img/3900.jpg,2934,357,345,307,403,536,539,626,555,589,612
269,509,img/547.jpg,2963,1432,364,169,211,1451,468,1500,454,1467,495
270,510,img/710.jpg,2977,1660,654,195,244,1690,791,1735,804,1702,843
271,512,img/89.jpg,4494,2258,505,573,742,2483,811,2693,804,2604,931
271,512,img/3935.jpg,4498,1270,248,554,759,1469,685,1645,735,1519,844
271,512,img/3717.jpg,4495,241,1532,405,502,445,1771,569,1753,538,1848
272,515,img/3491.jpg,3250,379,173,1501,1830,1075,970,1619,1058,1327,1406
272,515,img/4478.jpg,3255,259,63,211,249,371,171,434,184,404,225
273,518,img/5150.jpg,6428,217,51,105,131,237,114,270,118,249,136
273,518,img/3142.jpg,6423,233,15,355,367,459,150,546,166,530,211
273,518,img/1558.jpg,6415,357,186,324,428,435,388,551,388,487,465
273,518,img/3351.jpg,6425,198,25,515,702,346,333,546,340,432,429
273,518,img/4315.jpg,6418,445,37,228,309,555,182,631,181,601,233
274,523,img/348.jpg,3910,1090,538,1246,1401,1712,1140,2106,1172,1930,1447
275,526,img/4096.jpg,3094,600,228,519,647,718,563,898,535,817,681
275,526,img/4227.jpg,3095,145,16,237,342,215,194,307,201,260,265
275,526,img/5135.jpg,3096,151,58,64,74,202,97,NaN,NaN,211,110
275,526,img/736.jpg,3104,150,71,86,115,162,135,191,136,175,157
276,527,img/3012.jpg,4157,1474,381,473,651,1821,733,1923,719,1883,842
277,528,img/3033.jpg,4516,218,75,41,52,226,104,239,105,230,111
278,534,img/2917.jpg,3084,278,115,201,288,349,255,416,262,384,305
278,534,img/4433.jpg,3089,96,34,147,200,139,131,187,124,166,162
279,535,img/457.jpg,3124,238,671,61,71,261,712,278,712,268,724
279,535,img/59995.jpg,34420,999,90,462,561,1277,381,1406,358,1369,478
279,535,img/58329.jpg,34089,116,103,540,588,184,394,321,379,220,497
279,535,img/59992.jpg,34417,638,15,523,634,865,386,1030,364,965,508
279,535,img/59997.jpg,34422,1407,61,570,675,1613,392,1786,409,1679,533
279,535,img/58326.jpg,34086,920,175,862,1002,1136,691,1425,679,1274,888
279,535,img/4708.jpg,3601,25,38,62,78,42,89,62,91,49,102
279,535,img/58327.jpg,34087,549,574,578,699,746,943,930,931,841,1076
279,535,img/58328.jpg,34088,197,138,636,724,346,534,553,495,453,659
279,535,img/3451.jpg,3588,434,116,108,134,503,191,531,198,516,215
279,535,img/58325.jpg,34085,754,174,532,637,808,495,948,479,834,594
280,540,img/3441.jpg,8817,83,31,243,297,145,180,219,154,195,219
280,540,img/42238.jpg,32509,806,156,471,692,1042,446,1207,492,1133,579
280,540,img/782.jpg,8827,1325,82,354,430,1353,264,1411,250,1352,319
280,540,img/457.jpg,3152,584,577,53,77,599,613,618,614,608,625
281,543,img/4509.jpg,11011,487,72,120,129,NaN,NaN,522,131,513,162
281,543,img/259.jpg,11006,421,208,339,438,627,422,731,409,706,504
282,544,img/1450.jpg,8327,657,232,127,146,699,327,738,331,715,357
282,544,img/37140.jpg,31835,501,912,301,358,685,1087,765,1090,741,1152
282,544,img/4057.jpg,5022,272,15,317,347,549,191,NaN,NaN,563,257
282,544,img/1687.jpg,7292,427,88,318,399,719,296,NaN,NaN,708,382
283,546,img/1256.jpg,10091,193,88,355,503,350,336,493,324,449,422
283,546,img/3678.jpg,10093,615,511,377,503,792,761,933,750,891,845
283,546,img/2755.jpg,10086,423,202,37,45,434,221,444,221,436,230
284,547,img/1019.jpg,3226,149,157,118,142,210,222,252,226,233,262
